person_age,person_income,person_emp_length,person_home_ownership,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,cb_person_default_on_file
25,102000,9,OWN,B,MEDICAL,8000,12.42,0,0.08,4,N
24,102000,5,MORTGAGE,C,MEDICAL,12000,15.27,0,0.12,3,N
24,102000,5,OWN,A,PERSONAL,23800,8.9,0,0.23,2,N
21,56400,5,RENT,E,PERSONAL,14400,18.79,0,0.26,3,N
26,102000,5,MORTGAGE,A,PERSONAL,13000,5.42,0,0.13,3,N
24,57000,8,RENT,A,MEDICAL,14400,7.49,0,0.25,4,N
25,102000,3,MORTGAGE,A,DEBTCONSOLIDATION,11200,7.91,0,0.11,4,N
22,102000,3,MORTGAGE,A,MEDICAL,18000,8.49,0,0.18,3,N
22,102000,6,MORTGAGE,A,PERSONAL,10000,7.49,0,0.1,4,N
23,90000,6,MORTGAGE,B,PERSONAL,15000,9.99,1,0.17,3,N
24,102000,6,MORTGAGE,B,VENTURE,9800,10.36,0,0.1,2,N
23,102000,7,MORTGAGE,C,DEBTCONSOLIDATION,6000,,0,0.06,3,Y
23,58977,7,RENT,C,DEBTCONSOLIDATION,14400,,0,0.24,4,N
23,102000,7,MORTGAGE,B,EDUCATION,10000,11.49,0,0.1,2,N
23,59000,4,RENT,A,PERSONAL,14400,8.9,0,0.24,3,N
26,102000,6,MORTGAGE,C,DEBTCONSOLIDATION,6000,13.61,0,0.06,2,N
25,102000,9,MORTGAGE,C,DEBTCONSOLIDATION,14400,,0,0.14,2,Y
23,102000,4,MORTGAGE,B,EDUCATION,20000,,0,0.2,3,N
24,102000,7,MORTGAGE,B,MEDICAL,7200,,0,0.07,3,N
22,54000,0,RENT,D,DEBTCONSOLIDATION,14400,,1,0.27,4,N
24,102000,8,MORTGAGE,B,VENTURE,20000,10.25,0,0.2,3,N
23,102000,2,MORTGAGE,A,PERSONAL,6000,7.51,0,0.06,2,N
26,102000,3,MORTGAGE,B,DEBTCONSOLIDATION,20000,11.36,0,0.2,4,N
23,60996,7,RENT,C,PERSONAL,14400,12.84,0,0.24,3,N
25,61000,1,RENT,B,PERSONAL,14400,12.53,0,0.24,2,N
24,102000,8,OWN,B,MEDICAL,24250,11.83,0,0.24,3,N
22,102000,1,OWN,C,MEDICAL,7000,12.87,0,0.07,3,N
25,62000,0,RENT,C,DEBTCONSOLIDATION,14400,13.47,0,0.23,3,Y
25,64000,9,RENT,B,MEDICAL,14400,9.62,0,0.23,2,N
21,102000,0,MORTGAGE,D,EDUCATION,18000,14.96,0,0.18,3,N
23,102000,7,OWN,A,EDUCATION,15000,8.94,0,0.15,3,N
24,70000,4,RENT,C,EDUCATION,14400,12.68,0,0.21,4,Y
24,90000,5,MORTGAGE,C,VENTURE,19200,12.84,1,0.21,4,Y
24,70000,5,RENT,C,HOMEIMPROVEMENT,14400,12.23,0,0.21,4,N
23,72000,3,RENT,B,DEBTCONSOLIDATION,14400,11.14,0,0.2,3,N
25,102211,3,MORTGAGE,B,DEBTCONSOLIDATION,15000,11.58,0,0.15,2,N
24,72000,6,RENT,B,PERSONAL,14400,10,0,0.2,4,N
23,68000,1,RENT,E,PERSONAL,14400,17.99,1,0.21,3,Y
26,102456,10,MORTGAGE,D,VENTURE,25000,,0,0.24,2,Y
26,102500,4,MORTGAGE,A,EDUCATION,11800,6.03,0,0.12,2,N
24,102960,2,MORTGAGE,A,DEBTCONSOLIDATION,16000,7.88,0,0.16,2,N
24,102996,3,MORTGAGE,A,VENTURE,20000,6.91,0,0.19,4,N
24,102996,1,MORTGAGE,C,VENTURE,5000,14.22,0,0.05,4,Y
22,102996,6,MORTGAGE,A,MEDICAL,8000,7.74,0,0.08,3,N
24,103000,8,MORTGAGE,C,VENTURE,21000,13.49,0,0.2,2,Y
24,103000,8,OWN,D,EDUCATION,24000,16.77,0,0.23,3,N
23,103000,6,MORTGAGE,C,DEBTCONSOLIDATION,4000,13.49,0,0.04,2,N
22,103000,7,MORTGAGE,D,VENTURE,15000,15.99,0,0.15,2,Y
25,103000,4,MORTGAGE,A,PERSONAL,29175,,0,0.28,2,N
22,103000,,MORTGAGE,A,MEDICAL,2500,,0,0.02,3,N
24,103000,8,MORTGAGE,B,PERSONAL,8000,10.74,0,0.08,3,N
23,103000,7,MORTGAGE,B,DEBTCONSOLIDATION,21850,10,0,0.21,3,N
24,103000,8,MORTGAGE,B,HOMEIMPROVEMENT,6400,10.37,0,0.06,3,N
23,103000,7,MORTGAGE,C,EDUCATION,17000,14.35,0,0.17,4,N
22,103000,2,MORTGAGE,B,MEDICAL,6000,,0,0.06,4,N
22,76000,0,RENT,C,EDUCATION,14400,14.35,0,0.19,2,N
23,78000,6,RENT,C,VENTURE,14400,14.27,0,0.18,4,Y
22,80000,1,RENT,B,PERSONAL,14400,11.71,0,0.18,2,N
23,80000,1,RENT,C,MEDICAL,14400,12.68,0,0.18,4,N
26,91000,10,MORTGAGE,D,DEBTCONSOLIDATION,5000,14.96,1,0.05,2,N
24,77350,2,MORTGAGE,D,MEDICAL,25000,15.7,1,0.27,3,Y
21,80400,5,RENT,A,VENTURE,14400,,0,0.18,4,N
23,30000,1,OWN,D,DEBTCONSOLIDATION,4000,15.65,0,0.13,4,Y
26,81380,9,RENT,B,MEDICAL,14400,10.37,0,0.18,4,N
21,30000,6,OWN,D,DEBTCONSOLIDATION,4000,,0,0.13,3,Y
23,103000,1,MORTGAGE,E,PERSONAL,20000,17.04,0,0.19,2,N
23,82000,3,RENT,A,VENTURE,14400,7.66,0,0.18,2,N
26,103200,8,MORTGAGE,A,PERSONAL,9000,6.76,0,0.09,2,N
23,103240,0,MORTGAGE,A,VENTURE,4000,,0,0.04,4,N
25,103500,0,MORTGAGE,A,PERSONAL,7500,6.54,0,0.07,3,N
25,85000,5,RENT,A,EDUCATION,14400,8.49,0,0.17,2,N
26,88068,10,RENT,B,DEBTCONSOLIDATION,14400,,0,0.16,2,N
25,30000,0,OWN,A,PERSONAL,3425,6.17,0,0.11,2,N
26,94500,6,RENT,B,HOMEIMPROVEMENT,14400,10.37,0,0.15,3,N
22,104000,6,MORTGAGE,A,PERSONAL,13600,6.03,0,0.13,2,N
23,104000,7,MORTGAGE,B,PERSONAL,9000,10.65,0,0.09,2,N
26,78200,3,MORTGAGE,C,MEDICAL,15000,14.27,1,0.16,4,Y
25,104000,9,MORTGAGE,B,HOMEIMPROVEMENT,14000,10.99,0,0.13,3,N
23,104000,7,MORTGAGE,B,EDUCATION,5000,,0,0.05,4,N
25,104000,2,OWN,A,HOMEIMPROVEMENT,10000,6.92,0,0.1,2,N
25,100000,1,RENT,B,MEDICAL,14400,11.71,0,0.14,3,N
25,30000,9,OWN,E,DEBTCONSOLIDATION,1200,16.69,1,0.04,3,Y
22,100000,2,RENT,B,MEDICAL,14400,10.74,0,0.14,3,N
22,30000,5,OWN,B,PERSONAL,3000,10.36,0,0.1,2,N
26,30000,3,OWN,B,PERSONAL,7000,9.99,0,0.23,2,N
24,104000,9,MORTGAGE,B,PERSONAL,14000,9.99,0,0.13,3,N
24,104000,2,MORTGAGE,A,VENTURE,19000,,0,0.18,4,N
25,113000,8,RENT,B,DEBTCONSOLIDATION,14400,11.71,1,0.13,4,N
26,130000,3,RENT,D,VENTURE,14400,14.46,0,0.11,2,Y
25,104000,4,MORTGAGE,C,VENTURE,11000,13.11,0,0.11,3,N
24,135000,6,RENT,B,MEDICAL,14400,12.69,0,0.11,4,N
26,28000,10,RENT,B,PERSONAL,14500,12.53,1,0.52,3,N
24,104000,8,MORTGAGE,C,EDUCATION,25000,12.84,0,0.24,2,N
21,104000,5,MORTGAGE,A,EDUCATION,15000,9.63,0,0.14,4,N
26,104004,10,MORTGAGE,C,DEBTCONSOLIDATION,15000,14.22,0,0.14,2,N
25,92085,4,MORTGAGE,C,HOMEIMPROVEMENT,2500,15.27,1,0.03,3,Y
26,30000,,RENT,A,VENTURE,14500,7.66,1,0.48,2,N
24,104606,8,MORTGAGE,D,VENTURE,5000,15.28,0,0.05,2,N
26,104676,,MORTGAGE,A,MEDICAL,16000,5.99,0,0.15,4,N
21,104740,5,MORTGAGE,B,MEDICAL,19200,11.99,0,0.18,3,N
25,105000,9,MORTGAGE,B,DEBTCONSOLIDATION,12000,,0,0.11,2,N
25,30000,0,RENT,D,VENTURE,14500,14.42,1,0.48,4,N
25,105000,2,MORTGAGE,B,DEBTCONSOLIDATION,9600,11.71,0,0.09,3,N
24,105000,8,MORTGAGE,B,EDUCATION,13000,9.91,0,0.12,3,N
25,30600,0,RENT,E,MEDICAL,14500,17.04,1,0.47,3,N
24,105000,5,MORTGAGE,D,PERSONAL,12000,16.29,0,0.11,2,N
22,105000,6,MORTGAGE,A,MEDICAL,12000,6.62,0,0.11,4,N
26,105000,10,OWN,B,HOMEIMPROVEMENT,4800,11.71,0,0.05,4,N
26,105000,2,MORTGAGE,B,HOMEIMPROVEMENT,7200,10.65,0,0.07,4,N
24,105000,8,MORTGAGE,C,EDUCATION,3000,,0,0.03,3,Y
23,105000,4,MORTGAGE,A,VENTURE,7200,7.51,0,0.07,3,N
26,35000,,RENT,B,MEDICAL,14500,11.49,1,0.41,3,N
26,105000,0,MORTGAGE,B,PERSONAL,5300,12.69,0,0.05,4,N
21,30000,1,RENT,D,VENTURE,14500,14.59,1,0.48,2,Y
24,105000,8,MORTGAGE,A,PERSONAL,11000,5.42,0,0.1,3,N
26,36000,2,RENT,B,DEBTCONSOLIDATION,14500,9.88,1,0.4,3,N
26,105000,6,MORTGAGE,B,DEBTCONSOLIDATION,12000,11.99,0,0.11,2,N
26,37000,5,RENT,D,VENTURE,14500,15.33,1,0.39,4,N
26,105000,9,MORTGAGE,B,VENTURE,12000,10.99,0,0.11,2,N
23,105000,5,MORTGAGE,B,EDUCATION,20000,11.49,0,0.19,4,N
25,105000,3,MORTGAGE,A,VENTURE,16000,8.49,0,0.15,4,N
26,105000,0,OWN,A,EDUCATION,10000,7.49,0,0.1,2,N
22,105000,6,MORTGAGE,B,DEBTCONSOLIDATION,3650,11.99,0,0.03,3,N
26,105000,2,MORTGAGE,B,DEBTCONSOLIDATION,6000,10.99,0,0.06,4,N
23,105000,0,OWN,C,VENTURE,5000,,0,0.05,3,Y
24,105000,8,MORTGAGE,C,HOMEIMPROVEMENT,5600,15.23,0,0.05,4,N
23,105000,4,MORTGAGE,B,VENTURE,19000,11.99,0,0.18,3,N
22,31000,5,RENT,B,PERSONAL,14500,11.58,1,0.47,3,N
24,105000,8,MORTGAGE,B,MEDICAL,6000,9.99,0,0.06,2,N
25,36000,0,RENT,D,VENTURE,14500,14.54,1,0.4,2,Y
25,105000,9,MORTGAGE,C,VENTURE,4800,15.23,0,0.05,2,Y
24,43000,3,RENT,B,PERSONAL,14500,10.75,1,0.34,2,N
25,37200,3,RENT,C,EDUCATION,14500,13.85,1,0.39,3,Y
26,105000,11,MORTGAGE,A,PERSONAL,5000,8.49,0,0.05,3,N
26,105000,10,OWN,D,VENTURE,10000,15.65,0,0.1,4,Y
23,45000,2,RENT,B,PERSONAL,14500,10.36,1,0.32,4,N
24,105000,2,MORTGAGE,B,MEDICAL,9850,9.63,0,0.09,2,N
24,105000,6,MORTGAGE,B,EDUCATION,25000,10.74,0,0.24,3,N
25,45000,0,RENT,C,PERSONAL,14500,13.16,1,0.32,2,N
23,45504,2,RENT,C,PERSONAL,14500,,1,0.32,3,N
22,105000,2,MORTGAGE,E,VENTURE,15000,15.95,0,0.14,3,N
24,45600,0,RENT,C,VENTURE,14500,,1,0.32,3,N
24,55000,3,RENT,A,EDUCATION,14500,6.62,0,0.26,2,N
24,49500,3,RENT,B,EDUCATION,14500,11.49,1,0.29,3,N
23,105000,5,MORTGAGE,E,EDUCATION,15000,16.82,0,0.14,4,Y
22,51996,3,RENT,C,HOMEIMPROVEMENT,14500,13.16,1,0.28,2,Y
23,105000,8,MORTGAGE,A,VENTURE,10000,,0,0.1,3,N
26,59000,3,RENT,C,VENTURE,14500,11.97,1,0.25,2,N
22,105000,6,MORTGAGE,C,PERSONAL,6000,14.22,0,0.06,3,Y
23,105000,7,MORTGAGE,B,VENTURE,12000,11.36,0,0.11,2,N
24,105000,8,MORTGAGE,A,HOMEIMPROVEMENT,10000,7.51,0,0.1,3,N
22,105000,3,MORTGAGE,C,PERSONAL,16000,12.73,0,0.15,4,Y
23,105000,7,MORTGAGE,B,DEBTCONSOLIDATION,12000,10.25,0,0.11,3,N
25,105000,9,MORTGAGE,C,DEBTCONSOLIDATION,12000,13.48,0,0.11,3,N
24,105000,0,MORTGAGE,A,VENTURE,18000,8.94,0,0.17,3,N
23,105000,3,MORTGAGE,B,MEDICAL,20000,11.48,0,0.19,2,N
22,105000,6,MORTGAGE,A,EDUCATION,7500,,0,0.07,2,N
26,105000,0,MORTGAGE,A,MEDICAL,15000,8.94,0,0.14,4,N
26,93000,7,MORTGAGE,D,DEBTCONSOLIDATION,25000,16,1,0.27,2,Y
26,100000,11,RENT,A,PERSONAL,14500,8.94,0,0.14,3,N
22,105000,6,MORTGAGE,B,MEDICAL,12800,11.83,0,0.12,2,N
25,105000,0,MORTGAGE,B,EDUCATION,5000,11.48,0,0.05,2,N
25,162000,5,RENT,A,EDUCATION,14500,7.9,0,0.09,4,N
26,105000,1,MORTGAGE,B,VENTURE,20000,,0,0.19,4,N
26,30000,3,OWN,B,PERSONAL,12000,11.36,0,0.4,3,N
25,105000,3,MORTGAGE,C,VENTURE,12000,12.84,0,0.11,2,Y
25,105000,1,MORTGAGE,C,PERSONAL,15000,12.53,0,0.14,3,Y
25,30000,3,OWN,B,HOMEIMPROVEMENT,11500,11.36,0,0.38,4,N
23,30000,5,OWN,B,PERSONAL,3000,12.18,0,0.1,2,N
26,105000,3,MORTGAGE,B,VENTURE,25000,11.58,0,0.24,3,N
25,30000,4,OWN,D,DEBTCONSOLIDATION,10000,14.61,0,0.33,2,Y
26,105000,10,MORTGAGE,A,DEBTCONSOLIDATION,9500,9.32,0,0.09,3,N
26,105000,0,MORTGAGE,A,MEDICAL,5000,7.68,0,0.05,2,N
24,60000,1,RENT,B,VENTURE,14525,10.99,0,0.24,4,N
22,30000,0,OWN,B,EDUCATION,2500,12.53,0,0.08,2,N
24,48000,2,RENT,B,DEBTCONSOLIDATION,14550,9.62,0,0.3,3,N
25,105000,6,MORTGAGE,D,PERSONAL,6500,13.87,0,0.06,4,N
24,105000,4,MORTGAGE,C,VENTURE,4000,11.34,0,0.04,4,N
26,35000,7,RENT,B,MEDICAL,14575,10.65,1,0.42,3,N
23,38800,2,RENT,A,MEDICAL,14575,,1,0.38,4,N
23,30000,3,RENT,A,PERSONAL,14600,6.03,1,0.49,4,N
24,105018,8,MORTGAGE,D,HOMEIMPROVEMENT,28000,15.62,0,0.27,4,Y
26,60000,0,RENT,C,VENTURE,14650,12.61,0,0.24,3,Y
25,31200,8,RENT,C,DEBTCONSOLIDATION,14700,12.29,1,0.47,4,N
24,82440,8,RENT,A,DEBTCONSOLIDATION,14700,8.49,0,0.18,4,N
22,24000,1,RENT,C,PERSONAL,15000,12.73,1,0.63,4,Y
24,105508,8,MORTGAGE,A,MEDICAL,3500,7.66,0,0.03,4,N
22,105600,4,MORTGAGE,B,PERSONAL,8000,11.49,0,0.08,2,N
23,105600,2,MORTGAGE,A,PERSONAL,25000,6.99,0,0.24,4,N
22,28000,6,RENT,B,EDUCATION,15000,10.99,1,0.54,2,N
23,105600,7,MORTGAGE,A,DEBTCONSOLIDATION,15000,7.51,0,0.14,3,N
24,105804,8,MORTGAGE,A,PERSONAL,15000,7.49,0,0.14,3,N
25,105897,9,MORTGAGE,B,MEDICAL,25000,11.36,0,0.24,3,N
24,105996,7,MORTGAGE,A,MEDICAL,3000,7.51,0,0.03,3,N
23,105999,6,MORTGAGE,B,VENTURE,8550,9.88,0,0.08,2,N
22,106000,6,MORTGAGE,A,VENTURE,35000,,0,0.33,2,N
26,28800,10,RENT,B,MEDICAL,15000,10,1,0.52,2,N
26,106000,10,MORTGAGE,C,MEDICAL,5000,12.98,0,0.05,4,N
25,106000,3,MORTGAGE,A,DEBTCONSOLIDATION,12000,6.54,0,0.11,2,N
25,94000,1,MORTGAGE,E,VENTURE,25000,,1,0.27,2,Y
23,106000,7,MORTGAGE,A,EDUCATION,10000,7.14,0,0.09,2,N
25,79900,7,MORTGAGE,B,MEDICAL,15000,11.12,1,0.16,4,N
26,29040,2,RENT,B,EDUCATION,15000,9.62,1,0.52,4,N
22,30000,1,RENT,C,DEBTCONSOLIDATION,15000,15.27,1,0.5,2,Y
26,30000,3,OWN,B,EDUCATION,7500,11.14,0,0.25,3,N
24,106000,8,MORTGAGE,A,DEBTCONSOLIDATION,4575,7.51,0,0.04,2,N
26,30000,5,RENT,C,DEBTCONSOLIDATION,15000,12.84,1,0.5,3,N
26,106000,9,MORTGAGE,D,EDUCATION,10000,15.33,0,0.09,3,Y
22,106000,5,MORTGAGE,F,EDUCATION,25000,18.09,0,0.24,3,N
21,31200,,RENT,A,MEDICAL,15000,6.62,1,0.48,3,N
25,106226,9,MORTGAGE,B,EDUCATION,20000,12.18,0,0.19,4,N
24,106800,6,MORTGAGE,A,EDUCATION,11525,5.42,0,0.11,4,N
24,106800,8,MORTGAGE,C,PERSONAL,16000,13.06,0,0.15,4,Y
21,31680,5,RENT,C,MEDICAL,15000,12.61,1,0.47,4,Y
24,106839,8,MORTGAGE,A,DEBTCONSOLIDATION,14000,7.88,0,0.13,4,N
26,30000,4,OWN,B,VENTURE,5000,11.58,0,0.17,4,N
26,30000,5,OWN,A,VENTURE,5000,,0,0.17,4,N
25,106870,9,OWN,C,EDUCATION,6000,15.27,0,0.06,4,Y
23,106921,6,MORTGAGE,B,MEDICAL,30000,9.99,0,0.28,3,N
23,106925,7,MORTGAGE,B,EDUCATION,24250,12.18,0,0.23,3,N
22,106982,6,MORTGAGE,D,EDUCATION,30000,14.91,0,0.28,3,Y
25,30000,1,OWN,A,PERSONAL,3000,9.63,0,0.1,2,N
25,107000,4,MORTGAGE,A,DEBTCONSOLIDATION,24000,5.99,0,0.22,2,N
22,80750,1,MORTGAGE,D,MEDICAL,24000,15.99,1,0.25,4,N
22,32000,6,RENT,B,EDUCATION,15000,9.88,1,0.47,4,N
21,32000,5,RENT,C,VENTURE,15000,11.09,1,0.47,3,N
25,107000,10,MORTGAGE,A,HOMEIMPROVEMENT,3000,,0,0.03,2,N
22,32240,3,RENT,C,PERSONAL,15000,13.22,1,0.47,3,N
22,107000,1,MORTGAGE,A,VENTURE,10000,7.14,0,0.09,2,N
25,107000,1,MORTGAGE,A,MEDICAL,1000,7.4,0,0.01,4,N
23,95000,1,MORTGAGE,C,HOMEIMPROVEMENT,19800,13.22,1,0.21,3,Y
25,107000,0,MORTGAGE,C,MEDICAL,7000,12.87,0,0.07,2,N
22,107000,2,MORTGAGE,C,MEDICAL,17400,13.47,0,0.16,4,N
24,30000,1,OWN,E,MEDICAL,15000,15.68,1,0.5,3,N
23,95000,3,MORTGAGE,F,HOMEIMPROVEMENT,15000,17.03,1,0.16,2,N
23,33204,7,RENT,C,MEDICAL,2000,14.72,0,0.06,3,Y
22,107004,2,MORTGAGE,A,EDUCATION,10000,7.29,0,0.09,3,N
24,107203,8,MORTGAGE,A,PERSONAL,6000,7.4,0,0.06,2,N
23,107280,4,MORTGAGE,E,EDUCATION,25000,16.45,0,0.23,4,Y
26,33600,0,RENT,C,PERSONAL,2000,,0,0.06,2,Y
24,30000,6,OWN,B,HOMEIMPROVEMENT,7500,10.96,0,0.25,4,N
26,107496,9,MORTGAGE,B,DEBTCONSOLIDATION,20000,12.69,0,0.19,4,N
22,33996,3,RENT,A,EDUCATION,2000,8,0,0.06,2,N
26,107900,10,MORTGAGE,A,MEDICAL,16500,8.94,0,0.15,3,N
22,108000,2,OWN,C,VENTURE,8000,15.27,0,0.07,2,Y
25,108000,9,MORTGAGE,B,PERSONAL,4800,12.42,0,0.04,4,N
21,34800,3,RENT,B,MEDICAL,2000,11.71,0,0.06,3,N
24,34860,0,RENT,B,VENTURE,2000,,0,0.06,2,N
23,34884,3,RENT,A,EDUCATION,2000,6.92,0,0.06,2,N
25,108000,8,MORTGAGE,A,VENTURE,15000,6.62,0,0.14,2,N
25,35000,5,RENT,B,VENTURE,2000,9.91,0,0.06,4,N
24,35000,4,RENT,B,EDUCATION,2000,10.59,0,0.06,3,N
24,108000,8,MORTGAGE,A,DEBTCONSOLIDATION,4200,,0,0.04,3,N
25,108000,0,MORTGAGE,B,HOMEIMPROVEMENT,21000,11.71,0,0.19,4,N
26,35000,9,RENT,C,MEDICAL,2000,13.99,0,0.06,2,N
24,108000,4,MORTGAGE,A,PERSONAL,10000,5.99,0,0.09,2,N
23,108000,2,OWN,A,VENTURE,35000,8.49,0,0.32,4,N
26,108000,1,MORTGAGE,A,EDUCATION,6000,7.49,0,0.06,4,N
22,35000,0,RENT,C,VENTURE,2000,12.99,0,0.06,2,Y
25,30000,1,OWN,C,VENTURE,5000,,0,0.17,3,Y
26,108000,9,MORTGAGE,B,HOMEIMPROVEMENT,18300,,0,0.17,3,N
26,108000,,MORTGAGE,A,HOMEIMPROVEMENT,8000,5.42,0,0.07,4,N
22,35064,4,RENT,A,DEBTCONSOLIDATION,2000,8.38,0,0.06,2,N
25,35400,2,RENT,A,MEDICAL,2000,8.49,0,0.06,2,N
26,108000,4,MORTGAGE,B,HOMEIMPROVEMENT,7200,9.62,0,0.07,2,N
26,96000,2,MORTGAGE,G,VENTURE,10000,21.14,1,0.1,3,N
26,108000,4,MORTGAGE,A,PERSONAL,9000,5.79,0,0.08,2,N
24,108000,3,MORTGAGE,A,EDUCATION,9050,5.42,0,0.08,2,N
25,108000,10,MORTGAGE,B,HOMEIMPROVEMENT,24250,10.75,0,0.22,2,N
26,108000,3,MORTGAGE,B,VENTURE,9000,10.38,0,0.08,4,N
25,108000,5,MORTGAGE,A,VENTURE,10000,7.88,0,0.09,3,N
24,108000,5,MORTGAGE,D,EDUCATION,9950,14.96,0,0.09,4,Y
23,108000,7,MORTGAGE,A,DEBTCONSOLIDATION,4500,7.14,0,0.04,3,N
26,36108,7,RENT,D,MEDICAL,2000,16.49,0,0.06,3,N
24,37000,2,RENT,A,MEDICAL,2000,5.42,0,0.05,4,N
26,108000,5,MORTGAGE,A,PERSONAL,13000,8.94,0,0.12,2,N
23,37000,2,RENT,B,PERSONAL,2000,11.14,0,0.05,4,N
26,108000,2,MORTGAGE,B,MEDICAL,18500,12.18,0,0.17,2,N
26,108000,7,MORTGAGE,C,HOMEIMPROVEMENT,10000,13.57,0,0.09,4,N
25,37315,1,RENT,A,DEBTCONSOLIDATION,2000,6.39,0,0.05,4,N
22,38000,0,RENT,B,EDUCATION,2000,11.36,0,0.05,3,N
23,108000,1,MORTGAGE,B,EDUCATION,14000,11.89,0,0.13,2,N
24,108000,1,MORTGAGE,C,HOMEIMPROVEMENT,18000,12.53,0,0.17,3,Y
24,108000,5,OTHER,B,EDUCATION,10000,9.7,0,0.09,4,N
25,108000,9,MORTGAGE,B,MEDICAL,15000,10.39,0,0.14,4,N
23,108060,7,MORTGAGE,C,DEBTCONSOLIDATION,14400,14.27,0,0.13,2,N
24,38000,1,RENT,B,MEDICAL,2000,11.83,0,0.05,2,N
24,108288,5,MORTGAGE,A,DEBTCONSOLIDATION,10000,8.49,0,0.09,2,N
21,38400,5,RENT,B,VENTURE,2000,,0,0.05,2,N
23,38400,1,RENT,A,VENTURE,2000,7.66,0,0.05,3,N
22,108600,6,MORTGAGE,C,EDUCATION,14400,13.48,0,0.13,3,N
23,108600,3,MORTGAGE,C,MEDICAL,8000,12.87,0,0.07,2,Y
24,108600,4,MORTGAGE,B,DEBTCONSOLIDATION,15000,12.18,0,0.14,2,N
25,32400,1,RENT,C,EDUCATION,2000,14.35,1,0.06,2,N
26,39000,2,RENT,C,EDUCATION,2000,12.98,0,0.05,4,N
25,108960,0,MORTGAGE,C,PERSONAL,10000,13.57,0,0.09,3,N
25,109000,9,MORTGAGE,A,VENTURE,12000,7.51,0,0.11,4,N
25,109000,6,MORTGAGE,A,DEBTCONSOLIDATION,16000,6.03,0,0.15,2,N
24,33500,5,RENT,C,HOMEIMPROVEMENT,2000,13.8,1,0.06,2,N
24,109000,3,MORTGAGE,B,DEBTCONSOLIDATION,8800,12.69,0,0.08,2,N
23,109000,5,MORTGAGE,A,EDUCATION,7500,8.9,0,0.07,4,N
24,109000,8,MORTGAGE,B,EDUCATION,6000,11.99,0,0.06,4,N
26,109000,10,MORTGAGE,A,PERSONAL,15000,6.99,0,0.14,4,N
25,109000,5,MORTGAGE,A,VENTURE,5000,8.49,0,0.05,3,N
26,109000,0,MORTGAGE,A,DEBTCONSOLIDATION,20000,6.54,0,0.18,3,N
26,109000,8,MORTGAGE,B,MEDICAL,20000,10.75,0,0.18,4,N
25,109000,5,MORTGAGE,B,DEBTCONSOLIDATION,15000,10.25,0,0.14,3,N
24,109000,9,MORTGAGE,B,VENTURE,15250,11.14,0,0.14,4,N
22,97000,4,MORTGAGE,B,DEBTCONSOLIDATION,14000,11.48,1,0.14,2,N
25,109000,9,MORTGAGE,A,EDUCATION,14000,9.63,0,0.13,3,N
26,109000,10,MORTGAGE,A,PERSONAL,6000,7.68,0,0.06,3,N
26,109200,10,MORTGAGE,A,PERSONAL,2300,7.9,0,0.02,4,N
23,109200,4,MORTGAGE,A,VENTURE,10000,8.63,0,0.09,2,N
24,109500,3,MORTGAGE,B,EDUCATION,3500,10.75,0,0.03,3,N
26,109500,11,MORTGAGE,E,VENTURE,20000,17.56,0,0.18,2,N
26,109500,10,MORTGAGE,B,VENTURE,5000,10.95,0,0.05,3,N
24,109720,2,MORTGAGE,B,VENTURE,20000,10.75,0,0.18,4,N
23,39996,7,RENT,B,PERSONAL,2000,,0,0.05,2,N
25,110000,8,MORTGAGE,A,DEBTCONSOLIDATION,5500,6.62,0,0.05,2,N
23,40000,5,RENT,B,PERSONAL,2000,11.71,0,0.05,2,N
25,33600,0,RENT,B,PERSONAL,15000,11.11,1,0.45,4,N
26,110000,1,MORTGAGE,B,MEDICAL,5000,12.69,0,0.05,2,N
21,33800,5,RENT,B,MEDICAL,15000,11.71,1,0.44,2,N
22,33996,6,RENT,D,VENTURE,15000,14.96,1,0.44,4,Y
22,40800,5,RENT,A,EDUCATION,2000,6.62,0,0.05,3,N
25,110000,5,MORTGAGE,C,VENTURE,1200,13.49,0,0.01,4,N
22,34800,6,RENT,D,DEBTCONSOLIDATION,2000,16.89,1,0.06,4,Y
25,110000,9,MORTGAGE,C,EDUCATION,8000,,0,0.07,3,N
25,42000,2,RENT,B,MEDICAL,2000,9.25,0,0.05,3,N
25,110000,1,MORTGAGE,B,DEBTCONSOLIDATION,10000,12.69,0,0.09,3,N
26,28944,10,OWN,B,EDUCATION,9000,,0,0.31,4,N
25,110000,6,OWN,B,PERSONAL,28000,9.91,0,0.25,2,N
24,110000,8,MORTGAGE,A,PERSONAL,27300,7.51,0,0.25,3,N
22,42000,6,RENT,B,EDUCATION,2000,10.36,0,0.05,4,N
23,28872,7,OWN,B,VENTURE,2000,10.37,0,0.07,3,N
25,110000,7,MORTGAGE,B,DEBTCONSOLIDATION,8400,12.69,0,0.08,4,N
23,110000,,MORTGAGE,B,EDUCATION,25000,9.91,0,0.23,3,N
24,110000,0,MORTGAGE,A,EDUCATION,5000,6.03,0,0.05,4,N
22,110000,6,MORTGAGE,A,PERSONAL,2800,8.49,0,0.03,4,N
23,110000,4,MORTGAGE,A,VENTURE,2500,6.99,0,0.02,2,N
24,110000,2,MORTGAGE,B,EDUCATION,9000,,0,0.08,3,N
22,110000,0,MORTGAGE,A,DEBTCONSOLIDATION,28000,7.49,0,0.25,4,N
